accession_version	isolate	locus	primary_accession
AQT19181.1	DK-203116	AQT19181	AQT19181
AQT19180.1	DK-7151	AQT19180	AQT19180
AQT19179.1	DK-7504	AQT19179	AQT19179
AQS26737.1		AQS26737	AQS26737
AQS26728.1		AQS26728	AQS26728
AQS26719.1		AQS26719	AQS26719
AQS26710.1		AQS26710	AQS26710
AQS26701.1		AQS26701	AQS26701
WP_077709468.1		WP_077709468	WP_077709468
WP_077698995.1		WP_077698995	WP_077698995
WP_077697961.1		WP_077697961	WP_077697961
ALT66776.1	Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR20006	ALT66776	ALT66776
ALT66767.1	Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR20005	ALT66767	ALT66767
ALT66758.1	Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR20004	ALT66758	ALT66758
ALT66749.1	Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR20003	ALT66749	ALT66749
ALT66740.1	Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR20002	ALT66740	ALT66740
ALT66731.1	Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR20001	ALT66731	ALT66731
ALT66722.1	Ebola virus/H.sapiens-wt/LBR/2015/Makona-LIBR5307	ALT66722	ALT66722
ALT66713.1	Ebola virus/H.sapiens-wt/LBR/2015/Makona-LIBR5081	ALT66713	ALT66713
ALT66704.1	Ebola virus/H.sapiens-wt/LBR/2015/Makona-LIBR5047	ALT66704	ALT66704
ALT66695.1	Ebola virus/H.sapiens-wt/LBR/2015/Makona-LIBR5046	ALT66695	ALT66695
ALT66686.1	Ebola virus/H.sapiens-wt/LBR/2015/Makona-LIBR4866	ALT66686	ALT66686
ALT66677.1	Ebola virus/H.sapiens-wt/LBR/2015/Makona-LIBR4808	ALT66677	ALT66677
ALT66668.1	Ebola virus/H.sapiens-wt/LBR/2015/Makona-LIBR4783	ALT66668	ALT66668
ALT66659.1	Ebola virus/H.sapiens-wt/LBR/2015/Makona-LIBR4748	ALT66659	ALT66659
WP_077323781.1		WP_077323781	WP_077323781
AQN78776.1	MY-U1975/13	AQN78776	AQN78776
AQN78768.1	MY-U1758/13	AQN78768	AQN78768
AQN78760.1	MY-U1140/12	AQN78760	AQN78760
AQN78752.1	MY-U1057/12	AQN78752	AQN78752
AQN78744.1	MY-U1024/12	AQN78744	AQN78744
AQN78736.1	MY-U945/12	AQN78736	AQN78736
AQN78728.1	MY-U868/12	AQN78728	AQN78728
AQN78720.1	MY-U774/12	AQN78720	AQN78720
AQN78712.1	MY-U732/12	AQN78712	AQN78712
AQN78704.1	MY-U710/12	AQN78704	AQN78704
AQN78696.1	MY-U523/12	AQN78696	AQN78696
AQN78688.1	MY-U464/12	AQN78688	AQN78688
AQN78680.1	MY-U413/12	AQN78680	AQN78680
AQN78672.1	MY-U236/12	AQN78672	AQN78672
AQN78664.1	MY-U208/12	AQN78664	AQN78664
AQN78656.1	MY-U002/12	AQN78656	AQN78656
AQP57438.1		AQP57438	AQP57438
AQM55775.1	PDRC_Ark_DPI_67_109986	AQM55775	AQM55775
AQM55774.1	PDRC_Ark_DPI_69_110580	AQM55774	AQM55774
AQM55773.1	PDRC_Ark_DPI_70_109944	AQM55773	AQM55773
AQM55772.1	PDRC_Ark_DPI_71_109761	AQM55772	AQM55772
AQM55771.1	PDRC_Ark_DPI_72_110321	AQM55771	AQM55771
AQM55770.1	PDRC_Ark_DPI_73_110321	AQM55770	AQM55770
AQM55769.1	PDRC_Ark_DPI_74_110322	AQM55769	AQM55769
AQM55768.1	PDRC_Ark_DPI_74_111253	AQM55768	AQM55768
AQM55767.1	PDRC_Ark_DPI_75_109681	AQM55767	AQM55767
AQM55766.1	PDRC_Ark_DPI_75_111290	AQM55766	AQM55766
AQM55765.1	PDRC_Ark_DPI_78_109491	AQM55765	AQM55765
AQM55764.1	PDRC_Ark_DPI_79_111502	AQM55764	AQM55764
AQM55763.1	PDRC_Ark_DPI_81_110319	AQM55763	AQM55763
AQM55762.1	PDRC_Ark_DPI_1_109122	AQM55762	AQM55762
AQM55761.1	PDRC_Ark_DPI_4_109489	AQM55761	AQM55761
AQM55760.1	PDRC_Ark_DPI_6_110145	AQM55760	AQM55760
AQM55759.1	PDRC_Ark_DPI_9_109097	AQM55759	AQM55759
AQM55758.1	PDRC_Ark_DPI_10_109079	AQM55758	AQM55758
AQM55757.1	PDRC_Ark_DPI_11_109307	AQM55757	AQM55757
AQM55756.1	PDRC_Ark_DPI_16_109293	AQM55756	AQM55756
AQM55755.1	PDRC_Ark_DPI_19_109763	AQM55755	AQM55755
AQM55754.1	PDRC_Ark_DPI_21_109312	AQM55754	AQM55754
AQM55753.1	PDRC_Ark_DPI_25_109942	AQM55753	AQM55753
AQM55752.1	PDRC_Ark_DPI_26_109766	AQM55752	AQM55752
AQM55751.1	PDRC_Ark_DPI_27_109096	AQM55751	AQM55751
AQM55750.1	PDRC_Ark_DPI_28_110104	AQM55750	AQM55750
AQM55749.1	PDRC_Ark_DPI_30_109780	AQM55749	AQM55749
AQM55748.1	PDRC_Ark_DPI_31_109319	AQM55748	AQM55748
AQM55747.1	PDRC_Ark_DPI_34_109080	AQM55747	AQM55747
AQM55746.1	PDRC_Ark_DPI_38_110087	AQM55746	AQM55746
AQM55745.1	PDRC_Ark_DPI_47_109573	AQM55745	AQM55745
AQM55744.1	PDRC_Ark_DPI_47_110326	AQM55744	AQM55744
AQM55743.1	PDRC_Ark_DPI_49_110179	AQM55743	AQM55743
AQM55742.1	PDRC_Ark_DPI_50_110105	AQM55742	AQM55742
AQM55741.1	PDRC_Ark_DPI_51_109361	AQM55741	AQM55741
AQM55740.1	PDRC_Ark_DPI_53_109460	AQM55740	AQM55740
AQM55739.1	PDRC_Ark_DPI_57_109438	AQM55739	AQM55739
AQM55738.1	PDRC_Ark_DPI_58_109957	AQM55738	AQM55738
AQM55737.1	PDRC_Ark_DPI_62_110467	AQM55737	AQM55737
AQM55736.1	PDRC_Ark_DPI_63_109943	AQM55736	AQM55736
AQM55735.1	PDRC_Ark_DPI_64_110578	AQM55735	AQM55735
AQM55734.1	PDRC_Ark_DPI_65_110581	AQM55734	AQM55734
AQM55733.1	PDRC_Ark_DPI_66_110024	AQM55733	AQM55733
AQM55732.1	MDL_Ark_DPI_15-0665	AQM55732	AQM55732
AQM55731.1	MDL_Ark_DPI_15-1101	AQM55731	AQM55731
AQM55730.1	MDL_Ark_DPI_15-1788	AQM55730	AQM55730
AQM55729.1	MDL_Ark_DPI_15-1789	AQM55729	AQM55729
AQM55728.1	MDL_Ark_DPI_15-2575	AQM55728	AQM55728
AQM55727.1	MDL_Ark_DPI_15-2588	AQM55727	AQM55727
AQM55726.1	MDL_Ark_DPI_15-2806	AQM55726	AQM55726
AQM55725.1	MDL_Ark_DPI_15-2808	AQM55725	AQM55725
AQM55724.1	MDL_Ark_DPI_15-2883	AQM55724	AQM55724
AQM55723.1	MDL_Ark_DPI_15-3098	AQM55723	AQM55723
AQM55722.1	MDL_Ark_DPI_15-3129	AQM55722	AQM55722
AQM55721.1	MDL_Ark_DPI_15-3130	AQM55721	AQM55721
AQM55720.1	MDL_Ark_DPI_15-3188	AQM55720	AQM55720
AQM55719.1	MDL_Ark_DPI_15-3412	AQM55719	AQM55719
AQM55718.1	MDL_Ark_DPI_15-3814	AQM55718	AQM55718
AQM55717.1	MDL_Ark_DPI_15-3877	AQM55717	AQM55717
AQM55716.1	MDL_Ark_DPI_15-3890	AQM55716	AQM55716
AQM55715.1	MDL_Ark_DPI_15-3980	AQM55715	AQM55715
AQM55714.1	MDL_Ark_DPI_15-4568	AQM55714	AQM55714
AQM55713.1	MDL_Ark_DPI_15-5519	AQM55713	AQM55713
AQM55712.1	MDL_Ark_DPI_15-5965	AQM55712	AQM55712
AQM55711.1	MDL_Ark_DPI_15-6577	AQM55711	AQM55711
AQM55710.1	MDL_Ark_DPI_15-8153	AQM55710	AQM55710
AQM55709.1	GPLN_Ark_DPI_14_004	AQM55709	AQM55709
AQM55708.1	GPLN_Ark_DPI_11_223	AQM55708	AQM55708
AQM55707.1	GPLN_Ark_DPI_11_290	AQM55707	AQM55707
AQM55706.1	GPLN_Ark_DPI_11_291	AQM55706	AQM55706
AQM55705.1	GPLN_Ark_DPI_12_023	AQM55705	AQM55705
AQM55704.1	GPLN_Ark_DPI_12_142	AQM55704	AQM55704
AQM55703.1	GPLN_Ark_DPI_12_174	AQM55703	AQM55703
AQM55702.1	GPLN_Ark_DPI_12_182	AQM55702	AQM55702
AQM55701.1	GPLN_Ark_DPI_12_220	AQM55701	AQM55701
AQM55700.1	GPLN_Ark_DPI_12_421	AQM55700	AQM55700
AQM55699.1	GPLN_Ark_DPI_13_832	AQM55699	AQM55699
AQM55698.1	GPLN_Ark_DPI_14_002	AQM55698	AQM55698
AQM55697.1	GPLN_Ark_DPI_14_946	AQM55697	AQM55697
AQM55696.1	MDL_DMV1639_15-1099	AQM55696	AQM55696
AQM55695.1	MDL_DMV1639_15-1102	AQM55695	AQM55695
AQM55694.1	MDL_DMV1639_15-1103	AQM55694	AQM55694
AQM55693.1	MDL_DMV1639_15-1104	AQM55693	AQM55693
AQM55692.1	MDL_DMV1639_15-1107	AQM55692	AQM55692
AQM55691.1	MDL_DMV1639_15-1186	AQM55691	AQM55691
AQM55690.1	MDL_DMV1639_15-1187	AQM55690	AQM55690
AQM55689.1	MDL_DMV1639_15-1328	AQM55689	AQM55689
AQM55688.1	MDL_DMV1639_15-1811	AQM55688	AQM55688
AQM55687.1	MDL_DMV1639_15-3890	AQM55687	AQM55687
AQM55686.1	MDL_DMV1639_15-4081	AQM55686	AQM55686
AQM55685.1	MDL_DMV1639_15-5220	AQM55685	AQM55685
AQM55684.1	MDL_DMV1639_15-5566	AQM55684	AQM55684
AQM55683.1	MDL_DMV1639_15-5567	AQM55683	AQM55683
AQM55682.1	MDL_DMV1639_15-5571	AQM55682	AQM55682
AQM55681.1	MDL_DMV1639_15-5573	AQM55681	AQM55681
AQM55680.1	MDL_DMV1639_15-5582	AQM55680	AQM55680
AQM55679.1	MDL_DMV1639_15-5587	AQM55679	AQM55679
AQM55678.1	MDL_DMV1639_15-5591	AQM55678	AQM55678
AQM55677.1	MDL_DMV1639_15-5596	AQM55677	AQM55677
AQM55676.1	MDL_DMV1639_15-6273	AQM55676	AQM55676
AQM55675.1	MDL_DMV1639_15-6636	AQM55675	AQM55675
AQM55674.1	MDL_15-1778	AQM55674	AQM55674
AQM55673.1	MDL_15-2348	AQM55673	AQM55673
AQM55672.1	MDL_15-2408	AQM55672	AQM55672
AQM55671.1	MDL_15-2415	AQM55671	AQM55671
AQM55670.1	MDL_15-5589	AQM55670	AQM55670
AQM55669.1	MDL_15-6409	AQM55669	AQM55669
AQM55668.1	MDL15-0052	AQM55668	AQM55668
AQM55667.1	MDL15-3697	AQM55667	AQM55667
AQM55666.1	MDL15-10993	AQM55666	AQM55666
AQM55665.1	PDRC_109782	AQM55665	AQM55665
AQM55664.1	PDRC_109841	AQM55664	AQM55664
AQM55663.1	PDRC_109842	AQM55663	AQM55663
AQM55662.1	PDRC_109927	AQM55662	AQM55662
AQM55661.1	PDRC_110029	AQM55661	AQM55661
AQM55660.1	PDRC_110032	AQM55660	AQM55660
AQM55659.1	PDRC_110149	AQM55659	AQM55659
AQM55658.1	PDRC_110177	AQM55658	AQM55658
AQM55657.1	PDRC_110263	AQM55657	AQM55657
AQM55656.1	PDRC_110327	AQM55656	AQM55656
AQM55655.1	PDRC_111337	AQM55655	AQM55655
AQM52480.1	IBV/Brazil/ROL/0115	AQM52480	AQM52480
AQM52479.1	IBV/Brazil/SGO/0116	AQM52479	AQM52479
AQM52478.1	IBV/Brazil/NUP/0616	AQM52478	AQM52478
AQM52477.1	IBV/Brazil/NUP/0516	AQM52477	AQM52477
AQM52476.1	IBV/Brazil/NUP/0316	AQM52476	AQM52476
AQM52475.1	IBV/Brazil/NUP/0216	AQM52475	AQM52475
AQM49997.1	IBV/Brazil/FRQ/0315	AQM49997	AQM49997
AQM49996.1	IBV/Brazil/FRQ/0116	AQM49996	AQM49996
AQM49995.1	IBV/Brazil/FRQ/0115	AQM49995	AQM49995
AQK38168.1		AQK38168	AQK38168
AQD20755.1		AQD20755	AQD20755
AQD20746.1		AQD20746	AQD20746
AQD20737.1		AQD20737	AQD20737
AQD20728.1		AQD20728	AQD20728
AQD20719.1		AQD20719	AQD20719
AQD20710.1		AQD20710	AQD20710
AQD20701.1		AQD20701	AQD20701
AQD20692.1		AQD20692	AQD20692
AQD20683.1		AQD20683	AQD20683
AQD20674.1		AQD20674	AQD20674
AQN37691.1		AQN37691	AQN37691
AQK46330.1		AQK46330	AQK46330
APZ77071.1	DK-7291	APZ77071	APZ77071
APZ77070.1	DK-7267	APZ77070	APZ77070
APZ77069.1	DK-7264	APZ77069	APZ77069
APZ77068.1	DK-7256	APZ77068	APZ77068
APZ77067.1	DK-7247	APZ77067	APZ77067
APZ77066.1	DK-7234	APZ77066	APZ77066
APZ77065.1	DK-7201	APZ77065	APZ77065
APZ77064.1	DK-7200	APZ77064	APZ77064
APZ77063.1	DK-7193	APZ77063	APZ77063
APZ77062.1	DK-7192	APZ77062	APZ77062
APZ77061.1	DK-7160	APZ77061	APZ77061
APZ77060.1	DK-7040	APZ77060	APZ77060
APZ77059.1	DK-7031	APZ77059	APZ77059
APZ77058.1	DK-7029	APZ77058	APZ77058
APZ77057.1	DK-7013	APZ77057	APZ77057
APZ77056.1	DK-7012	APZ77056	APZ77056
APZ77055.1	DK-7010	APZ77055	APZ77055
APZ77054.1	DK-6999	APZ77054	APZ77054
APZ77053.1	DK-6921	APZ77053	APZ77053
APZ77052.1	DK-6920	APZ77052	APZ77052
APZ77051.1	DK-6875	APZ77051	APZ77051
APZ77050.1	DK-6845	APZ77050	APZ77050
APZ77049.1	DK-6836	APZ77049	APZ77049
APZ77048.1	DK-6835	APZ77048	APZ77048
APZ77047.1	DK-6834	APZ77047	APZ77047
APZ77046.1	DK-6833	APZ77046	APZ77046
APZ77045.1	DK-6819	APZ77045	APZ77045
APZ77044.1	DK-6815	APZ77044	APZ77044
APZ77043.1	DK-6814	APZ77043	APZ77043
APZ77042.1	DK-6803	APZ77042	APZ77042
APZ76698.1		APZ76698	APZ76698
APZ76690.1		APZ76690	APZ76690
APZ73787.1		APZ73787	APZ73787
APZ73778.1		APZ73778	APZ73778
APZ73769.1		APZ73769	APZ73769
APZ73760.1		APZ73760	APZ73760
APZ73751.1		APZ73751	APZ73751
APZ73742.1		APZ73742	APZ73742
APZ73733.1		APZ73733	APZ73733
APZ73724.1		APZ73724	APZ73724
APZ73715.1		APZ73715	APZ73715
APZ73706.1		APZ73706	APZ73706
APZ73697.1		APZ73697	APZ73697
APZ73688.1		APZ73688	APZ73688
APZ73679.1		APZ73679	APZ73679
APZ73670.1		APZ73670	APZ73670
APZ73661.1		APZ73661	APZ73661
APZ73652.1		APZ73652	APZ73652
APY26861.1		APY26861	APY26861
APY26852.1		APY26852	APY26852
APY26843.1		APY26843	APY26843
APY26807.1		APY26807	APY26807
APY26798.1		APY26798	APY26798
APY26789.1		APY26789	APY26789
APY26781.1		APY26781	APY26781
APY26772.1		APY26772	APY26772
APY26763.1		APY26763	APY26763
APY26754.1		APY26754	APY26754
WP_076697384.1		WP_076697384	WP_076697384
APY23596.1		APY23596	APY23596
APY23587.1		APY23587	APY23587
APY23578.1		APY23578	APY23578
APY23569.1		APY23569	APY23569
APY23551.1		APY23551	APY23551
APY23542.1		APY23542	APY23542
APY23533.1		APY23533	APY23533
APY23515.1		APY23515	APY23515
APY23506.1		APY23506	APY23506
APY23497.1		APY23497	APY23497
APY20694.1	AR251-15	APY20694	APY20694
APY20271.1	IBV/Chicken/AR252-15/2014_HVR3	APY20271	APY20271
APY20270.1	IBV/Chicken/AR252-15/2014	APY20270	APY20270
APX44038.1		APX44038	APX44038
AMR60860.1	CH-SCYA-2-2014	AMR60860	AMR60860
AMR60859.1	CH-SCZG-2015	AMR60859	AMR60859
AMR60858.1	CH-SCYB-2014	AMR60858	AMR60858
AMR60857.1	CH-SCYA-1-2014	AMR60857	AMR60857
AMR60856.1	CH-SCXC-2-2015	AMR60856	AMR60856
AMR60855.1	CH-SCXC-1-2015	AMR60855	AMR60855
AMR60854.1	CH-SCWS-2014	AMR60854	AMR60854
AMR60853.1	CH-SCNC-3-2015	AMR60853	AMR60853
AMR60852.1	CH-SCNC-2-2015	AMR60852	AMR60852
AMR60851.1	CH-SCNC-1-2015	AMR60851	AMR60851
AMR60850.1	CH-SCMY-4-2014	AMR60850	AMR60850
AMR60849.1	CH-SCMY-3-2014	AMR60849	AMR60849
AMR60848.1	CH-SCMY-2-2014	AMR60848	AMR60848
AMR60847.1	CH-SCMY-1-2014	AMR60847	AMR60847
AMR60846.1	CH-SCJT-2015	AMR60846	AMR60846
AMR60845.1	CH-SCGA-2014	AMR60845	AMR60845
AMR60844.1	CH-SCDZ-2014	AMR60844	AMR60844
AMR60843.1	CH-SCCD-2014	AMR60843	AMR60843
AMR60842.1	CH-SCAY-2014	AMR60842	AMR60842
AMR60841.1	CH-SCAY-2-2015	AMR60841	AMR60841
AMR60840.1	CH-SCAY-1-2015	AMR60840	AMR60840
AMR60839.1	CH-SCAX-2015	AMR60839	AMR60839
AMR60838.1	CH-SCJY-2015	AMR60838	AMR60838
AMR60833.1		AMR60833	AMR60833
AMK69968.1	JKa-295/fSde194Co25	AMK69968	AMK69968
AMK69967.1	JKa-295/fSde197Co8	AMK69967	AMK69967
AMK69966.1	JKa-295/fSde215Co6	AMK69966	AMK69966
AMK69965.1	JKa-295/fSde197Co5	AMK69965	AMK69965
AMK69964.1	JMi-295/fSde197Co4	AMK69964	AMK69964
AMK69963.1	JMi-277/fSde197Co28	AMK69963	AMK69963
AMK69962.1	JMi-277/fSde197Co27	AMK69962	AMK69962
AMK69961.1	JMi-277/fSde197Co26	AMK69961	AMK69961
AMK69960.1	JMi-277/fSnorCo13	AMK69960	AMK69960
AMK69959.1	JMi-277/fSnorCo12	AMK69959	AMK69959
AMK69958.1	JMi-277/fSnorCo11	AMK69958	AMK69958
AMK69957.1	JAi-318/CS1de197	AMK69957	AMK69957
AMK69956.1	JAi-318/CS1de194	AMK69956	AMK69956
AMK69955.1	JAi-318/CS1nor	AMK69955	AMK69955
AMK69954.1	JAi-312/CS1de214	AMK69954	AMK69954
AMK69953.1	JAi-312-CS1de197	AMK69953	AMK69953
AMK69952.1	JAi-312/CS1de194	AMK69952	AMK69952
AMK69951.1	JAi-312/CS1nor	AMK69951	AMK69951
AMK69950.1	JKa-295/CS1de216	AMK69950	AMK69950
AMK69949.1	JKa-295/CS1de211	AMK69949	AMK69949
AMK69948.1	JKa-295/CS1de205	AMK69948	AMK69948
AMK69947.1	JKa-295/CS1de204	AMK69947	AMK69947
AMK69946.1	JKa-295/CS1de201	AMK69946	AMK69946
AMK69945.1	JKa-295/CS1de197	AMK69945	AMK69945
AMK69944.1	JKa-295/CS1de194	AMK69944	AMK69944
AMK69943.1	JKa-295/CS1nor	AMK69943	AMK69943
AMK69942.1	JKa-292/CS1de212	AMK69942	AMK69942
AMK69941.1	JKa-292/CS1de204	AMK69941	AMK69941
AMK69940.1	JKa-292/CS1de203	AMK69940	AMK69940
AMK69939.1	JKa-292/CS1de197	AMK69939	AMK69939
AMK69938.1	JKa-292/CS1nor	AMK69938	AMK69938
AMK69937.1	JMi-283/CS1de214	AMK69937	AMK69937
AMK69936.1	JMi-283/CS1de203	AMK69936	AMK69936
AMK69935.1	JMi-283/CS1de194	AMK69935	AMK69935
AMK69934.1	JMi-283/CS1nor	AMK69934	AMK69934
AMK69933.1	JMi-278/CS1de214	AMK69933	AMK69933
AMK69932.1	JMi-278/CS1de203	AMK69932	AMK69932
AMK69931.1	JMi-278/CS1de194	AMK69931	AMK69931
AMK69930.1	JMi-278/CS1nor	AMK69930	AMK69930
AMK69929.1	JMi-277/CS1de202	AMK69929	AMK69929
AMK69928.1	JMi-277/CS1de197	AMK69928	AMK69928
AMK69927.1	JMi-277/CS1de194	AMK69927	AMK69927
AMK69926.1	JMi-277/CS1nor	AMK69926	AMK69926
AMK69925.1	JMi-239/CS1de203	AMK69925	AMK69925
AMK69924.1	JMi-239/CS1de202	AMK69924	AMK69924
AMK69923.1	JMi-239/CS1nor	AMK69923	AMK69923
AMK69922.1	JMi-238/CS1de214	AMK69922	AMK69922
AMK69921.1	JMi-238/CS1de202	AMK69921	AMK69921
AMK69920.1	JMi-238/CS1de194	AMK69920	AMK69920
AMK69919.1	JMi-238/CS1nor	AMK69919	AMK69919
AMK69918.1	JMi-235/CS1de203	AMK69918	AMK69918
AMK69917.1	JMi-235/CS1de201	AMK69917	AMK69917
AMK69916.1	JMi-235/CS1nor	AMK69916	AMK69916
AMK69915.1	JMi-231/CS1de214	AMK69915	AMK69915
AMK69914.1	JMi-231/CS1de194	AMK69914	AMK69914
AMK69913.1	JMi-231/CS1nor	AMK69913	AMK69913
AMK69912.1	JMi-230/CS1de214	AMK69912	AMK69912
AMK69911.1	JMi-230/CS1de194	AMK69911	AMK69911
AMK69910.1	JMi-230/CS1nor	AMK69910	AMK69910
AMK69909.1	JMi-124/CS1de202	AMK69909	AMK69909
AMK69908.1	JMi-124/CS1de201	AMK69908	AMK69908
AMK69907.1	JMi-124/CS1de194	AMK69907	AMK69907
AMK69906.1	JMi-124/CS1nor	AMK69906	AMK69906
AMK69905.1	JMi-69/CS1de214	AMK69905	AMK69905
AMK69904.1	JMi-69/CS1de204	AMK69904	AMK69904
AMK69903.1	JMi-69/CS1de194	AMK69903	AMK69903
AMK69902.1	JMi-69/CS1nor	AMK69902	AMK69902
AMK69901.1	JAo-56/CS1de216	AMK69901	AMK69901
AMK69900.1	JAo-56/CS1de212	AMK69900	AMK69900
AMK69899.1	JAo-56/CS1de194	AMK69899	AMK69899
AMK69898.1	JMi-29/CS1de204	AMK69898	AMK69898
AMK69897.1	JAi-29/CS1de203	AMK69897	AMK69897
AMK69896.1	JAi-29/CS1nor	AMK69896	AMK69896
AMK69895.1	JAi-23/CS1de214	AMK69895	AMK69895
AMK69894.1	JAi-23/CS1de209	AMK69894	AMK69894
AMK69893.1	JAi-23/CS1de204	AMK69893	AMK69893
AMK69892.1	JAi-23/CS1de202	AMK69892	AMK69892
AMK69891.1	JAi-23/CS1nor	AMK69891	AMK69891
APX42291.1		APX42291	APX42291
APW85767.1		APW85767	APW85767
APY09931.1		APY09931	APY09931
APX42137.1		APX42137	APX42137
APX42131.1		APX42131	APX42131
APX42125.1		APX42125	APX42125
APX42119.1		APX42119	APX42119
APX42113.1		APX42113	APX42113
APX42107.1		APX42107	APX42107
WP_076376965.1		WP_076376965	WP_076376965
CUI02214.1		CUI02214	CUI02214
APV46184.1		APV46184	APV46184
APV46175.1		APV46175	APV46175
APV46166.1		APV46166	APV46166
APV46157.1		APV46157	APV46157
APV46139.1		APV46139	APV46139
APV46130.1		APV46130	APV46130
APV46121.1		APV46121	APV46121
APV46112.1		APV46112	APV46112
APU51936.1		APU51936	APU51936
APU51926.1		APU51926	APU51926
APU51916.1		APU51916	APU51916
APT69979.1	MERS-CoV/camel/Egypt/NRCE-NC2380/2015	APT69979	APT69979
APT69978.1	MERS-CoV/camel/Egypt/NRCE-NC2352/2015	APT69978	APT69978
APT69977.1	MERS-CoV/camel/Egypt/NRCE-NC1162/2015	APT69977	APT69977
APT69976.1	MERS-CoV/camel/Egypt/NRCE-NC2093/2015	APT69976	APT69976
APT69975.1	MERS-CoV/camel/Egypt/NRCE-NC1552/2015	APT69975	APT69975
APT69974.1	MERS-CoV/camel/Egypt/NRCE-NC804/2015	APT69974	APT69974
APT69973.1	MERS-CoV/camel/Egypt/NRCE-NC277/2015	APT69973	APT69973
APT69972.1	MERS-CoV/camel/Egypt/NRCE-NC957/2015	APT69972	APT69972
APT69971.1	MERS-CoV/camel/Egypt/NRCE-NC808/2015	APT69971	APT69971
APT69970.1	MERS-CoV/camel/Egypt/NRCE-NC795/2015	APT69970	APT69970
APT69969.1	MERS-CoV/camel/Egypt/NRCE-NC755/2015	APT69969	APT69969
APT69968.1	MERS-CoV/camel/Egypt/NRCE-NC752/2015	APT69968	APT69968
APT69967.1	MERS-CoV/camel/Egypt/NRCE-NC748/2015	APT69967	APT69967
APT69966.1	MERS-CoV/camel/Egypt/NRCE-NC747/2015	APT69966	APT69966
APT69965.1	MERS-CoV/camel/Egypt/NRCE-NC744/2015	APT69965	APT69965
APT69964.1	MERS-CoV/camel/Egypt/NRCE-NC741/2015	APT69964	APT69964
APT69963.1	MERS-CoV/camel/Egypt/NRCE-NC739/2015	APT69963	APT69963
APT69962.1	MERS-CoV/camel/Egypt/NRCE-NC737/2015	APT69962	APT69962
APT69961.1	MERS-CoV/camel/Egypt/NRCE-NC726/2015	APT69961	APT69961
APT69960.1	MERS-CoV/camel/Egypt/NRCE-NC702/2015	APT69960	APT69960
APT69959.1	MERS-CoV/camel/Egypt/NRCE-NC699/2015	APT69959	APT69959
APT69715.1	IRF0159	APT69715	APT69715
APT69706.1	IRF0164	APT69706	APT69706
APT69688.1	IRF0168	APT69688	APT69688
APT69679.1	IRF0120	APT69679	APT69679
APT69670.1	IRF0150	APT69670	APT69670
APT69657.1	IRF0206	APT69657	APT69657
APT69648.1	IRF0192	APT69648	APT69648
APT69639.1	IRF0147	APT69639	APT69639
APT69621.1	IRF0165	APT69621	APT69621
APT69596.1	IRF0175	APT69596	APT69596
APT69585.1	IRF0176	APT69585	APT69585
APT69576.1	IRF0190	APT69576	APT69576
APT69563.1	IRF0189	APT69563	APT69563
APT69544.1	IRF0156	APT69544	APT69544
AFG31017.1		AFG31017	AFG31017
AFG31016.1		AFG31016	AFG31016
AFG31015.1		AFG31015	AFG31015
AFG31014.1		AFG31014	AFG31014
AFG31013.1		AFG31013	AFG31013
AFG31012.1		AFG31012	AFG31012
AFG31011.1		AFG31011	AFG31011
AFG31010.1		AFG31010	AFG31010
AFG31009.1		AFG31009	AFG31009
AFG31008.1		AFG31008	AFG31008
AFG31007.1		AFG31007	AFG31007
AFG31006.1		AFG31006	AFG31006
AFG26450.1		AFG26450	AFG26450
AFG26449.1		AFG26449	AFG26449
AFG26448.1		AFG26448	AFG26448
AFG26447.1		AFG26447	AFG26447
AFG26446.1		AFG26446	AFG26446
AFG26445.1		AFG26445	AFG26445
APU57645.1	Lucheng-19	APU57645	APU57645
APT36445.1	Ebola virus/H.sapiens-wt/SLE/2015/Makona-NIHcc66SM	APT36445	APT36445
APT36436.1	Ebola virus/H.sapiens-wt/SLE/2015/Makona-NIHcc08P	APT36436	APT36436
APT36427.1	Ebola virus/H.sapiens-wt/SLE/2015/Makona-NIHcc09S	APT36427	APT36427
APT36418.1	Ebola virus/H.sapiens-wt/SLE/2015/Makona-NIHcc09P	APT36418	APT36418
APT36409.1	Ebola virus/H.sapiens-wt/SLE/2015/Makona-NIHcc10S	APT36409	APT36409
APT36400.1	Ebola virus/H.sapiens-wt/SLE/2015/Makona-NIHcc32SM	APT36400	APT36400
APT36391.1	Ebola virus/H.sapiens-wt/SLE/2015/Makona-NIHcc07S	APT36391	APT36391
APT36382.1	Ebola virus/H.sapiens-wt/SLE/2015/Makona-NIHcc08S	APT36382	APT36382
APT36373.1	Ebola virus/H.sapiens-wt/SLE/2015/Makona-NIHcc07P	APT36373	APT36373
APT36364.1	Ebola virus/H.sapiens-wt/SLE/2015/Makona-NIHcc10P	APT36364	APT36364
APR64495.1	JSCZ1601	APR64495	APR64495
APR62709.1	Jordan/camel/45/2016	APR62709	APR62709
APR62708.1	Jordan/camel/44/2016	APR62708	APR62708
