accession_version	isolate	locus	primary_accession
AKL80607.1	ChinaGD01 variant 1	AKL80607	AKL80607
AKL80606.1	ChinaGD01 variant 1	AKL80606	AKL80606
AKL80605.1	ChinaGD01 variant 1	AKL80605	AKL80605
AKL80604.1	ChinaGD01 variant 1	AKL80604	AKL80604
AKL80603.1	ChinaGD01 variant 1	AKL80603	AKL80603
AKL80602.1	ChinaGD01 variant 1	AKL80602	AKL80602
AKL80601.1	ChinaGD01	AKL80601	AKL80601
AKL80600.1	ChinaGD01	AKL80600	AKL80600
AKL80599.1	ChinaGD01	AKL80599	AKL80599
AKL80598.1	ChinaGD01	AKL80598	AKL80598
AKL80597.1	ChinaGD01	AKL80597	AKL80597
AKL80596.1	ChinaGD01	AKL80596	AKL80596
AKL80595.1	ChinaGD01	AKL80595	AKL80595
AKL80594.1	ChinaGD01	AKL80594	AKL80594
AKL80593.1	ChinaGD01	AKL80593	AKL80593
AKL80592.1	ChinaGD01	AKL80592	AKL80592
AKL80591.1	ChinaGD01	AKL80591	AKL80591
AKJ75501.1		AKJ75501	AKJ75501
AKJ75500.1		AKJ75500	AKJ75500
AKJ75499.1		AKJ75499	AKJ75499
AKJ75498.1		AKJ75498	AKJ75498
AKJ75497.1		AKJ75497	AKJ75497
AKJ75496.1		AKJ75496	AKJ75496
AKJ75495.1		AKJ75495	AKJ75495
AKJ75494.1		AKJ75494	AKJ75494
AKJ75493.1		AKJ75493	AKJ75493
AKJ75492.1		AKJ75492	AKJ75492
AKJ75491.1		AKJ75491	AKJ75491
AKJ75490.1		AKJ75490	AKJ75490
AKI29292.1		AKI29292	AKI29292
AKI29291.1		AKI29291	AKI29291
AKI29290.1		AKI29290	AKI29290
AKI29289.1		AKI29289	AKI29289
AKI29288.1		AKI29288	AKI29288
AKI29287.1		AKI29287	AKI29287
AKI29286.1		AKI29286	AKI29286
AKI29285.1		AKI29285	AKI29285
AKI29284.1		AKI29284	AKI29284
AKI29283.1		AKI29283	AKI29283
AKI29282.1		AKI29282	AKI29282
AKI29281.1		AKI29281	AKI29281
AKI29280.1		AKI29280	AKI29280
AKI29279.1		AKI29279	AKI29279
AKI29278.1		AKI29278	AKI29278
AKI29277.1		AKI29277	AKI29277
AKI29276.1		AKI29276	AKI29276
AKI29275.1		AKI29275	AKI29275
AKI29274.1		AKI29274	AKI29274
AKI29273.1		AKI29273	AKI29273
AKI29272.1		AKI29272	AKI29272
AKI29271.1		AKI29271	AKI29271
AKI29270.1		AKI29270	AKI29270
AKI29269.1		AKI29269	AKI29269
AKI29268.1		AKI29268	AKI29268
AKI29267.1		AKI29267	AKI29267
AKI29266.1		AKI29266	AKI29266
AKI29265.1		AKI29265	AKI29265
AKI29264.1		AKI29264	AKI29264
AKI29263.1		AKI29263	AKI29263
AKI29262.1		AKI29262	AKI29262
AKI29261.1		AKI29261	AKI29261
AKI29260.1		AKI29260	AKI29260
AKI29259.1		AKI29259	AKI29259
AKI29258.1		AKI29258	AKI29258
AKI29257.1		AKI29257	AKI29257
AKI29256.1		AKI29256	AKI29256
AKI29255.1		AKI29255	AKI29255
AKI29254.1		AKI29254	AKI29254
AKI29253.1		AKI29253	AKI29253
4WMF_C		4WMF_C	4WMF_C
4WMF_B		4WMF_B	4WMF_B
4WMF_A		4WMF_A	4WMF_A
4WME_D		4WME_D	4WME_D
4WME_C		4WME_C	4WME_C
4WME_B		4WME_B	4WME_B
4WME_A		4WME_A	4WME_A
4WMD_C		4WMD_C	4WMD_C
4WMD_B		4WMD_B	4WMD_B
4WMD_A		4WMD_A	4WMD_A
AJT49015.1		AJT49015	AJT49015
AIZ74458.1	Hu-France - FRA2_130569-2013_Isolate_Sanger	AIZ74458	AIZ74458
AIZ74457.1	Hu-France - FRA2_130569-2013_Isolate_Sanger	AIZ74457	AIZ74457
AIZ74456.1	Hu-France - FRA2_130569-2013_Isolate_Sanger	AIZ74456	AIZ74456
AIZ74455.1	Hu-France - FRA2_130569-2013_Isolate_Sanger	AIZ74455	AIZ74455
AIZ74454.1	Hu-France - FRA2_130569-2013_Isolate_Sanger	AIZ74454	AIZ74454
AIZ74453.1	Hu-France - FRA2_130569-2013_Isolate_Sanger	AIZ74453	AIZ74453
AIZ74452.1	Hu-France - FRA2_130569-2013_Isolate_Sanger	AIZ74452	AIZ74452
AIZ74451.1	Hu-France - FRA2_130569-2013_Isolate_Sanger	AIZ74451	AIZ74451
AIZ74450.1	Hu-France - FRA2_130569-2013_Isolate_Sanger	AIZ74450	AIZ74450
AIZ74449.1	Hu-France - FRA2_130569-2013_Isolate_Sanger	AIZ74449	AIZ74449
AIZ74448.1	Hu-France - FRA2_130569-2013_Isolate_Sanger	AIZ74448	AIZ74448
AIZ74447.1	Hu-France - FRA2_130569-2013_InSpu_Sanger	AIZ74447	AIZ74447
AIZ74446.1	Hu-France - FRA2_130569-2013_InSpu_Sanger	AIZ74446	AIZ74446
AIZ74445.1	Hu-France - FRA2_130569-2013_InSpu_Sanger	AIZ74445	AIZ74445
AIZ74444.1	Hu-France - FRA2_130569-2013_InSpu_Sanger	AIZ74444	AIZ74444
AIZ74443.1	Hu-France - FRA2_130569-2013_InSpu_Sanger	AIZ74443	AIZ74443
AIZ74442.1	Hu-France - FRA2_130569-2013_InSpu_Sanger	AIZ74442	AIZ74442
AIZ74441.1	Hu-France - FRA2_130569-2013_InSpu_Sanger	AIZ74441	AIZ74441
AIZ74440.1	Hu-France - FRA2_130569-2013_InSpu_Sanger	AIZ74440	AIZ74440
AIZ74439.1	Hu-France - FRA2_130569-2013_InSpu_Sanger	AIZ74439	AIZ74439
AIZ74438.1	Hu-France - FRA2_130569-2013_InSpu_Sanger	AIZ74438	AIZ74438
AIZ74437.1	Hu-France - FRA2_130569-2013_InSpu_Sanger	AIZ74437	AIZ74437
AIZ74436.1	Hu-France - FRA2_130569-2013_IS_HTS	AIZ74436	AIZ74436
AIZ74435.1	Hu-France - FRA2_130569-2013_IS_HTS	AIZ74435	AIZ74435
AIZ74434.1	Hu-France - FRA2_130569-2013_IS_HTS	AIZ74434	AIZ74434
AIZ74433.1	Hu-France - FRA2_130569-2013_IS_HTS	AIZ74433	AIZ74433
AIZ74432.1	Hu-France - FRA2_130569-2013_IS_HTS	AIZ74432	AIZ74432
AIZ74431.1	Hu-France - FRA2_130569-2013_IS_HTS	AIZ74431	AIZ74431
AIZ74430.1	Hu-France - FRA2_130569-2013_IS_HTS	AIZ74430	AIZ74430
AIZ74429.1	Hu-France - FRA2_130569-2013_IS_HTS	AIZ74429	AIZ74429
AIZ74428.1	Hu-France - FRA2_130569-2013_IS_HTS	AIZ74428	AIZ74428
AIZ74427.1	Hu-France - FRA2_130569-2013_IS_HTS	AIZ74427	AIZ74427
AIZ74426.1	Hu-France - FRA2_130569-2013_IS_HTS	AIZ74426	AIZ74426
AIZ74425.1	Hu-France (UAE) - FRA1_1627-2013_BAL_Sanger	AIZ74425	AIZ74425
AIZ74424.1	Hu-France (UAE) - FRA1_1627-2013_BAL_Sanger	AIZ74424	AIZ74424
AIZ74423.1	Hu-France (UAE) - FRA1_1627-2013_BAL_Sanger	AIZ74423	AIZ74423
AIZ74422.1	Hu-France (UAE) - FRA1_1627-2013_BAL_Sanger	AIZ74422	AIZ74422
AIZ74421.1	Hu-France (UAE) - FRA1_1627-2013_BAL_Sanger	AIZ74421	AIZ74421
AIZ74420.1	Hu-France (UAE) - FRA1_1627-2013_BAL_Sanger	AIZ74420	AIZ74420
AIZ74419.1	Hu-France (UAE) - FRA1_1627-2013_BAL_Sanger	AIZ74419	AIZ74419
AIZ74418.1	Hu-France (UAE) - FRA1_1627-2013_BAL_Sanger	AIZ74418	AIZ74418
AIZ74417.1	Hu-France (UAE) - FRA1_1627-2013_BAL_Sanger	AIZ74417	AIZ74417
AIZ74416.1	Hu-France (UAE) - FRA1_1627-2013_BAL_Sanger	AIZ74416	AIZ74416
AIZ74415.1	Hu-France (UAE) - FRA1_1627-2013_BAL_Sanger	AIZ74415	AIZ74415
AIZ74414.1	Hu-France (UAE) - FRA1_1627-2013_BAL_HTS	AIZ74414	AIZ74414
AIZ74413.1	Hu-France (UAE) - FRA1_1627-2013_BAL_HTS	AIZ74413	AIZ74413
AIZ74412.1	Hu-France (UAE) - FRA1_1627-2013_BAL_HTS	AIZ74412	AIZ74412
AIZ74411.1	Hu-France (UAE) - FRA1_1627-2013_BAL_HTS	AIZ74411	AIZ74411
AIZ74410.1	Hu-France (UAE) - FRA1_1627-2013_BAL_HTS	AIZ74410	AIZ74410
AIZ74409.1	Hu-France (UAE) - FRA1_1627-2013_BAL_HTS	AIZ74409	AIZ74409
AIZ74408.1	Hu-France (UAE) - FRA1_1627-2013_BAL_HTS	AIZ74408	AIZ74408
AIZ74407.1	Hu-France (UAE) - FRA1_1627-2013_BAL_HTS	AIZ74407	AIZ74407
AIZ74406.1	Hu-France (UAE) - FRA1_1627-2013_BAL_HTS	AIZ74406	AIZ74406
AIZ74405.1	Hu-France (UAE) - FRA1_1627-2013_BAL_HTS	AIZ74405	AIZ74405
AIZ74404.1	Hu-France (UAE) - FRA1_1627-2013_BAL_HTS	AIZ74404	AIZ74404
AJO62206.1	UAE-18-2014	AJO62206	AJO62206
AJO62205.1	UAE-17-2014	AJO62205	AJO62205
AJO62204.1	UAE-14-2014	AJO62204	AJO62204
AJO62203.1	UAE-12-2014	AJO62203	AJO62203
AJO62202.1	UAE-11-2014	AJO62202	AJO62202
AJO62201.1	UAE-10-2014	AJO62201	AJO62201
AJO62200.1	UAE-9-2014	AJO62200	AJO62200
AJO62199.1	UAE-8-2014	AJO62199	AJO62199
AJO62198.1	UAE-7-2014	AJO62198	AJO62198
AJO62197.1	UAE-6-2014	AJO62197	AJO62197
AJO62196.1	UAE-4-2014	AJO62196	AJO62196
AJO62195.1	UAE-1-2014	AJO62195	AJO62195
AJO62194.1	UAE-18-2014	AJO62194	AJO62194
AJO62193.1	UAE-17-2014	AJO62193	AJO62193
AJO62192.1	UAE-14-2014	AJO62192	AJO62192
AJO62191.1	UAE-12-2014	AJO62191	AJO62191
AJO62190.1	UAE-11-2014	AJO62190	AJO62190
AJO62189.1	UAE-10-2014	AJO62189	AJO62189
AJO62188.1	UAE-9-2014	AJO62188	AJO62188
AJO62187.1	UAE-8-2014	AJO62187	AJO62187
AJO62186.1	UAE-7-2014	AJO62186	AJO62186
AJO62185.1	UAE-6-2014	AJO62185	AJO62185
AJO62184.1	UAE-4-2014	AJO62184	AJO62184
AJO62183.1	UAE-1-2014	AJO62183	AJO62183
AJO62182.1	UAE-18-2014	AJO62182	AJO62182
AJO62181.1	UAE-17-2014	AJO62181	AJO62181
AJO62180.1	UAE-14-2014	AJO62180	AJO62180
AJO62179.1	UAE-12-2014	AJO62179	AJO62179
AJO62178.1	UAE-11-2014	AJO62178	AJO62178
AJO62177.1	UAE-10-2014	AJO62177	AJO62177
AJO62176.1	UAE-9-2014	AJO62176	AJO62176
AJO62175.1	UAE-8-2014	AJO62175	AJO62175
AJO62174.1	UAE-7-2014	AJO62174	AJO62174
AJO62173.1	UAE-6-2014	AJO62173	AJO62173
AJO62172.1	UAE-4-2014	AJO62172	AJO62172
AJO62171.1	UAE-1-2014	AJO62171	AJO62171
AJO62170.1	UAE-18-2014	AJO62170	AJO62170
AJO62169.1	UAE-17-2014	AJO62169	AJO62169
AJO62168.1	UAE-14-2014	AJO62168	AJO62168
AJO62167.1	UAE-12-2014	AJO62167	AJO62167
AJO62166.1	UAE-11-2014	AJO62166	AJO62166
AJO62165.1	UAE-10-2014	AJO62165	AJO62165
AJO62164.1	UAE-9-2014	AJO62164	AJO62164
AJO62163.1	UAE-8-2014	AJO62163	AJO62163
AJO62162.1	UAE-7-2014	AJO62162	AJO62162
AJO62161.1	UAE-6-2014	AJO62161	AJO62161
AJO62160.1	UAE-4-2014	AJO62160	AJO62160
AJO62159.1	UAE-1-2014	AJO62159	AJO62159
AJO62158.1	UAE-18-2014	AJO62158	AJO62158
AJO62157.1	UAE-17-2014	AJO62157	AJO62157
AJO62156.1	UAE-14-2014	AJO62156	AJO62156
AJO62155.1	UAE-12-2014	AJO62155	AJO62155
AJO62154.1	UAE-11-2014	AJO62154	AJO62154
AJO62153.1	UAE-10-2014	AJO62153	AJO62153
AJO62152.1	UAE-9-2014	AJO62152	AJO62152
AJO62151.1	UAE-8-2014	AJO62151	AJO62151
AJO62150.1	UAE-7-2014	AJO62150	AJO62150
AJO62149.1	UAE-6-2014	AJO62149	AJO62149
AJO62148.1	UAE-4-2014	AJO62148	AJO62148
AJO62147.1	UAE-1-2014	AJO62147	AJO62147
AJG44132.1	Camel/UAE/D1209/2014	AJG44132	AJG44132
AJG44131.1	Camel/UAE/D1209/2014	AJG44131	AJG44131
AJG44130.1	Camel/UAE/D1209/2014	AJG44130	AJG44130
AJG44129.1	Camel/UAE/D1209/2014	AJG44129	AJG44129
AJG44128.1	Camel/UAE/D1209/2014	AJG44128	AJG44128
AJG44127.1	Camel/UAE/D1209/2014	AJG44127	AJG44127
AJG44126.1	Camel/UAE/D1209/2014	AJG44126	AJG44126
AJG44125.1	Camel/UAE/D1209/2014	AJG44125	AJG44125
AJG44124.1	Camel/UAE/D1209/2014	AJG44124	AJG44124
AJG44123.1	Camel/UAE/D1209/2014	AJG44123	AJG44123
AJG44122.1	Camel/UAE/D1209/2014	AJG44122	AJG44122
AJG44121.1	Camel/UAE/D1243.12/2014	AJG44121	AJG44121
AJG44120.1	Camel/UAE/D1243.12/2014	AJG44120	AJG44120
AJG44119.1	Camel/UAE/D1243.12/2014	AJG44119	AJG44119
AJG44118.1	Camel/UAE/D1243.12/2014	AJG44118	AJG44118
AJG44117.1	Camel/UAE/D1243.12/2014	AJG44117	AJG44117
AJG44116.1	Camel/UAE/D1243.12/2014	AJG44116	AJG44116
AJG44115.1	Camel/UAE/D1243.12/2014	AJG44115	AJG44115
AJG44114.1	Camel/UAE/D1243.12/2014	AJG44114	AJG44114
AJG44113.1	Camel/UAE/D1243.12/2014	AJG44113	AJG44113
AJG44112.1	Camel/UAE/D1243.12/2014	AJG44112	AJG44112
AJG44111.1	Camel/UAE/D1243.12/2014	AJG44111	AJG44111
AJG44110.1	Camel/UAE/D1339.2/2014	AJG44110	AJG44110
AJG44109.1	Camel/UAE/D1339.2/2014	AJG44109	AJG44109
AJG44108.1	Camel/UAE/D1339.2/2014	AJG44108	AJG44108
AJG44107.1	Camel/UAE/D1339.2/2014	AJG44107	AJG44107
AJG44106.1	Camel/UAE/D1339.2/2014	AJG44106	AJG44106
AJG44105.1	Camel/UAE/D1339.2/2014	AJG44105	AJG44105
AJG44104.1	Camel/UAE/D1339.2/2014	AJG44104	AJG44104
AJG44103.1	Camel/UAE/D1339.2/2014	AJG44103	AJG44103
AJG44102.1	Camel/UAE/D1339.2/2014	AJG44102	AJG44102
AJG44101.1	Camel/UAE/D1339.2/2014	AJG44101	AJG44101
AJG44100.1	Camel/UAE/D1339.2/2014	AJG44100	AJG44100
AJG44099.1	Camel/UAE/D1164.14/2014	AJG44099	AJG44099
AJG44098.1	Camel/UAE/D1164.14/2014	AJG44098	AJG44098
AJG44097.1	Camel/UAE/D1164.14/2014	AJG44097	AJG44097
AJG44096.1	Camel/UAE/D1164.14/2014	AJG44096	AJG44096
AJG44095.1	Camel/UAE/D1164.14/2014	AJG44095	AJG44095
AJG44094.1	Camel/UAE/D1164.14/2014	AJG44094	AJG44094
AJG44093.1	Camel/UAE/D1164.14/2014	AJG44093	AJG44093
AJG44092.1	Camel/UAE/D1164.14/2014	AJG44092	AJG44092
AJG44091.1	Camel/UAE/D1164.14/2014	AJG44091	AJG44091
AJG44090.1	Camel/UAE/D1164.14/2014	AJG44090	AJG44090
AJG44089.1	Camel/UAE/D1164.14/2014	AJG44089	AJG44089
AJG44088.1	Camel/UAE/D1164.11/2014	AJG44088	AJG44088
AJG44087.1	Camel/UAE/D1164.11/2014	AJG44087	AJG44087
AJG44086.1	Camel/UAE/D1164.11/2014	AJG44086	AJG44086
AJG44085.1	Camel/UAE/D1164.11/2014	AJG44085	AJG44085
AJG44084.1	Camel/UAE/D1164.11/2014	AJG44084	AJG44084
AJG44083.1	Camel/UAE/D1164.11/2014	AJG44083	AJG44083
AJG44082.1	Camel/UAE/D1164.11/2014	AJG44082	AJG44082
AJG44081.1	Camel/UAE/D1164.11/2014	AJG44081	AJG44081
AJG44080.1	Camel/UAE/D1164.11/2014	AJG44080	AJG44080
AJG44079.1	Camel/UAE/D1164.11/2014	AJG44079	AJG44079
AJG44078.1	Camel/UAE/D1164.11/2014	AJG44078	AJG44078
AJG44077.1	Camel/UAE/D1164.10/2014	AJG44077	AJG44077
AJG44076.1	Camel/UAE/D1164.10/2014	AJG44076	AJG44076
AJG44075.1	Camel/UAE/D1164.10/2014	AJG44075	AJG44075
AJG44074.1	Camel/UAE/D1164.10/2014	AJG44074	AJG44074
AJG44073.1	Camel/UAE/D1164.10/2014	AJG44073	AJG44073
AJG44072.1	Camel/UAE/D1164.10/2014	AJG44072	AJG44072
AJG44071.1	Camel/UAE/D1164.10/2014	AJG44071	AJG44071
AJG44070.1	Camel/UAE/D1164.10/2014	AJG44070	AJG44070
AJG44069.1	Camel/UAE/D1164.10/2014	AJG44069	AJG44069
AJG44068.1	Camel/UAE/D1164.10/2014	AJG44068	AJG44068
AJG44067.1	Camel/UAE/D1164.10/2014	AJG44067	AJG44067
AJG44066.1	Camel/UAE/D1164.9/2014	AJG44066	AJG44066
AJG44065.1	Camel/UAE/D1164.9/2014	AJG44065	AJG44065
AJG44064.1	Camel/UAE/D1164.9/2014	AJG44064	AJG44064
AJG44063.1	Camel/UAE/D1164.9/2014	AJG44063	AJG44063
AJG44062.1	Camel/UAE/D1164.9/2014	AJG44062	AJG44062
AJG44061.1	Camel/UAE/D1164.9/2014	AJG44061	AJG44061
AJG44060.1	Camel/UAE/D1164.9/2014	AJG44060	AJG44060
AJG44059.1	Camel/UAE/D1164.9/2014	AJG44059	AJG44059
AJG44058.1	Camel/UAE/D1164.9/2014	AJG44058	AJG44058
AJG44057.1	Camel/UAE/D1164.9/2014	AJG44057	AJG44057
AJG44056.1	Camel/UAE/D1164.9/2014	AJG44056	AJG44056
AJD81459.1	England/3/2013	AJD81459	AJD81459
AJD81458.1	England/3/2013	AJD81458	AJD81458
AJD81457.1	England/3/2013	AJD81457	AJD81457
AJD81456.1	England/3/2013	AJD81456	AJD81456
AJD81455.1	England/3/2013	AJD81455	AJD81455
AJD81454.1	England/3/2013	AJD81454	AJD81454
AJD81453.1	England/3/2013	AJD81453	AJD81453
AJD81452.1	England/3/2013	AJD81452	AJD81452
AJD81451.1	England/3/2013	AJD81451	AJD81451
AJD81450.1	England/3/2013	AJD81450	AJD81450
AJD81449.1	England/3/2013	AJD81449	AJD81449
AJD81448.1	England/4/2013	AJD81448	AJD81448
AJD81447.1	England/4/2013	AJD81447	AJD81447
AJD81446.1	England/4/2013	AJD81446	AJD81446
AJD81445.1	England/4/2013	AJD81445	AJD81445
AJD81444.1	England/4/2013	AJD81444	AJD81444
AJD81443.1	England/4/2013	AJD81443	AJD81443
AJD81442.1	England/4/2013	AJD81442	AJD81442
AJD81441.1	England/4/2013	AJD81441	AJD81441
AJD81440.1	England/4/2013	AJD81440	AJD81440
AJD81439.1	England/4/2013	AJD81439	AJD81439
AJD81438.1	England/4/2013	AJD81438	AJD81438
AIZ48770.1		AIZ48770	AIZ48770
AIZ48769.1		AIZ48769	AIZ48769
AIZ48767.1	Florida/USA-2_Saudi Arabia_2014	AIZ48767	AIZ48767
AIZ48766.1	Florida/USA-2_Saudi Arabia_2014	AIZ48766	AIZ48766
AIZ48765.1	Florida/USA-2_Saudi Arabia_2014	AIZ48765	AIZ48765
AIZ48764.1	Florida/USA-2_Saudi Arabia_2014	AIZ48764	AIZ48764
AIZ48763.1	Florida/USA-2_Saudi Arabia_2014	AIZ48763	AIZ48763
AIZ48762.1	Florida/USA-2_Saudi Arabia_2014	AIZ48762	AIZ48762
AIZ48761.1	Florida/USA-2_Saudi Arabia_2014	AIZ48761	AIZ48761
AIZ48760.1	Florida/USA-2_Saudi Arabia_2014	AIZ48760	AIZ48760
AIZ48759.1	Florida/USA-2_Saudi Arabia_2014	AIZ48759	AIZ48759
AIZ48758.1	Florida/USA-2_Saudi Arabia_2014	AIZ48758	AIZ48758
AHZ90568.1		AHZ90568	AHZ90568
AHZ90567.1		AHZ90567	AHZ90567
AHX71954.1	Camel/Qatar_2_2014	AHX71954	AHX71954
AHX71953.1	Camel/Qatar_2_2014	AHX71953	AHX71953
AHX71952.1	Camel/Qatar_2_2014	AHX71952	AHX71952
AHX71951.1	Camel/Qatar_2_2014	AHX71951	AHX71951
AHX71950.1	Camel/Qatar_2_2014	AHX71950	AHX71950
AHX71949.1	Camel/Qatar_2_2014	AHX71949	AHX71949
AHX71948.1	Camel/Qatar_2_2014	AHX71948	AHX71948
AHX71947.1	Camel/Qatar_2_2014	AHX71947	AHX71947
AHX71946.1	Camel/Qatar_2_2014	AHX71946	AHX71946
AHX71945.1	Camel/Qatar_2_2014	AHX71945	AHX71945
AHX71944.1	Camel/Qatar_2_2014	AHX71944	AHX71944
AHZ65624.1	Jeddah-air-1-2014	AHZ65624	AHZ65624
AHZ65623.1	Jeddah-air-1-2014	AHZ65623	AHZ65623
AHZ65622.1	Jeddah-air-1-2014	AHZ65622	AHZ65622
AHZ65621.1	Jeddah-air-1-2014	AHZ65621	AHZ65621
AHZ65620.1	Jeddah-air-1-2014	AHZ65620	AHZ65620
AHZ65619.1	Jeddah-air-1-2014	AHZ65619	AHZ65619
AHX00738.1	KFU-HKU 1	AHX00738	AHX00738
AHX00737.1	KFU-HKU 1	AHX00737	AHX00737
AHX00736.1	KFU-HKU 1	AHX00736	AHX00736
AHX00735.1	KFU-HKU 1	AHX00735	AHX00735
AHX00734.1	KFU-HKU 1	AHX00734	AHX00734
AHX00733.1	KFU-HKU 1	AHX00733	AHX00733
AHX00732.1	KFU-HKU 1	AHX00732	AHX00732
AHX00731.1	KFU-HKU 1	AHX00731	AHX00731
AHX00730.1	KFU-HKU 1	AHX00730	AHX00730
AHX00729.1	KFU-HKU 1	AHX00729	AHX00729
AHX00728.1	KFU-HKU 19Dam	AHX00728	AHX00728
AHX00727.1	KFU-HKU 19Dam	AHX00727	AHX00727
AHX00726.1	KFU-HKU 19Dam	AHX00726	AHX00726
AHX00725.1	KFU-HKU 19Dam	AHX00725	AHX00725
AHX00724.1	KFU-HKU 19Dam	AHX00724	AHX00724
AHX00723.1	KFU-HKU 19Dam	AHX00723	AHX00723
AHX00722.1	KFU-HKU 19Dam	AHX00722	AHX00722
AHX00721.1	KFU-HKU 19Dam	AHX00721	AHX00721
AHX00720.1	KFU-HKU 19Dam	AHX00720	AHX00720
AHX00719.1	KFU-HKU 19Dam	AHX00719	AHX00719
AHX00718.1	KFU-HKU 13	AHX00718	AHX00718
AHX00717.1	KFU-HKU 13	AHX00717	AHX00717
AHX00716.1	KFU-HKU 13	AHX00716	AHX00716
AHX00715.1	KFU-HKU 13	AHX00715	AHX00715
AHX00714.1	KFU-HKU 13	AHX00714	AHX00714
AHX00713.1	KFU-HKU 13	AHX00713	AHX00713
AHX00712.1	KFU-HKU 13	AHX00712	AHX00712
AHX00711.1	KFU-HKU 13	AHX00711	AHX00711
AHX00710.1	KFU-HKU 13	AHX00710	AHX00710
AHX00709.1	KFU-HKU 13	AHX00709	AHX00709
AGV08597.1	Al-Hasa_13d_2013	AGV08597	AGV08597
AGV08596.1	Al-Hasa_7a_2013	AGV08596	AGV08596
AGV08595.1	Al-Hasa_7a_2013	AGV08595	AGV08595
AGV08594.1	Al-Hasa_9b_2013	AGV08594	AGV08594
AGV08593.1	Al-Hasa_10a_2013	AGV08593	AGV08593
AGV08592.1	Riyadh_2_2012	AGV08592	AGV08592
AGV08591.1	Riyadh_2_2012	AGV08591	AGV08591
AGV08590.1	Riyadh_2_2012	AGV08590	AGV08590
AGV08589.1	Riyadh_2_2012	AGV08589	AGV08589
AGV08588.1	Riyadh_2_2012	AGV08588	AGV08588
AGV08587.1	Riyadh_2_2012	AGV08587	AGV08587
AGV08586.1	Riyadh_2_2012	AGV08586	AGV08586
AGV08585.1	Riyadh_2_2012	AGV08585	AGV08585
AGV08584.1	Riyadh_2_2012	AGV08584	AGV08584
AGV08583.1	Riyadh_2_2012	AGV08583	AGV08583
AGV08582.1	Riyadh_2_2012	AGV08582	AGV08582
AGV08581.1	Al-Hasa_18_2013	AGV08581	AGV08581
AGV08580.1	Al-Hasa_18_2013	AGV08580	AGV08580
AGV08579.1	Al-Hasa_18_2013	AGV08579	AGV08579
AGV08578.1	Al-Hasa_18_2013	AGV08578	AGV08578
AGV08577.1	Al-Hasa_18_2013	AGV08577	AGV08577
AGV08576.1	Al-Hasa_18_2013	AGV08576	AGV08576
AGV08575.1	Al-Hasa_18_2013	AGV08575	AGV08575
AGV08574.1	Al-Hasa_18_2013	AGV08574	AGV08574
AGV08573.1	Al-Hasa_18_2013	AGV08573	AGV08573
AGV08572.1	Al-Hasa_18_2013	AGV08572	AGV08572
AGV08571.1	Al-Hasa_18_2013	AGV08571	AGV08571
AGV08570.1	Al-Hasa_13a_2013	AGV08570	AGV08570
AGV08569.1	Al-Hasa_9c_2013	AGV08569	AGV08569
AGV08568.1	Al-Hasa_9c_2013	AGV08568	AGV08568
AGV08567.1	Al-Hasa_9a_2013	AGV08567	AGV08567
AGV08566.1	Al-Hasa_17_2013	AGV08566	AGV08566
AGV08565.1	Al-Hasa_17_2013	AGV08565	AGV08565
AGV08564.1	Al-Hasa_17_2013	AGV08564	AGV08564
AGV08563.1	Al-Hasa_17_2013	AGV08563	AGV08563
AGV08562.1	Al-Hasa_17_2013	AGV08562	AGV08562
AGV08561.1	Al-Hasa_17_2013	AGV08561	AGV08561
AGV08560.1	Al-Hasa_17_2013	AGV08560	AGV08560
AGV08559.1	Al-Hasa_17_2013	AGV08559	AGV08559
AGV08558.1	Al-Hasa_17_2013	AGV08558	AGV08558
AGV08557.1	Al-Hasa_17_2013	AGV08557	AGV08557
AGV08556.1	Al-Hasa_17_2013	AGV08556	AGV08556
AGV08555.1	Al-Hasa_11b_2013	AGV08555	AGV08555
AGV08554.1	Al-Hasa_15_2013	AGV08554	AGV08554
AGV08553.1	Al-Hasa_15_2013	AGV08553	AGV08553
AGV08552.1	Al-Hasa_15_2013	AGV08552	AGV08552
AGV08551.1	Al-Hasa_15_2013	AGV08551	AGV08551
AGV08550.1	Al-Hasa_15_2013	AGV08550	AGV08550
AGV08549.1	Al-Hasa_15_2013	AGV08549	AGV08549
AGV08548.1	Al-Hasa_15_2013	AGV08548	AGV08548
AGV08547.1	Al-Hasa_15_2013	AGV08547	AGV08547
AGV08546.1	Al-Hasa_15_2013	AGV08546	AGV08546
AGV08545.1	Al-Hasa_15_2013	AGV08545	AGV08545
AGV08544.1	Al-Hasa_15_2013	AGV08544	AGV08544
AGV08543.1	Al-Hasa_16_2013	AGV08543	AGV08543
AGV08542.1	Al-Hasa_16_2013	AGV08542	AGV08542
AGV08541.1	Al-Hasa_16_2013	AGV08541	AGV08541
AGV08540.1	Al-Hasa_16_2013	AGV08540	AGV08540
AGV08539.1	Al-Hasa_16_2013	AGV08539	AGV08539
AGV08538.1	Al-Hasa_16_2013	AGV08538	AGV08538
AGV08537.1	Al-Hasa_16_2013	AGV08537	AGV08537
AGV08536.1	Al-Hasa_16_2013	AGV08536	AGV08536
AGV08535.1	Al-Hasa_16_2013	AGV08535	AGV08535
AGV08534.1	Al-Hasa_16_2013	AGV08534	AGV08534
AGV08533.1	Al-Hasa_16_2013	AGV08533	AGV08533
AGV08532.1	Al-Hasa_14b_2013	AGV08532	AGV08532
